,0
2141,130.0
2142,76.0
2143,150.0
2144,109.0
2145,119.0
2146,64.0
2147,202.0
2148,88.0
2149,118.0
2150,96.0
2151,118.0
2152,88.0
2153,135.0
2154,140.0
2155,82.0
2156,104.0
2157,93.0
2158,124.0
2159,152.0
2160,94.0
2161,205.0
2162,74.0
2163,116.0
2164,114.0
2165,117.0
2166,86.0
2167,121.0
2168,202.0
2169,132.0
2170,78.0
2171,87.0
2172,205.0
2173,148.0
2174,135.0
2175,116.0
2176,133.0
2177,150.0
2178,86.0
2179,83.0
2180,104.0
2181,78.0
2182,213.0
2183,121.0
2184,142.0
2185,116.0
2186,96.0
2187,78.0
2188,80.0
2189,83.0
2190,145.0
2191,205.0
2192,79.0
2193,130.0
2194,83.0
2195,148.0
2196,87.0
2197,125.0
2198,85.0
2199,146.0
2200,123.0
2201,205.0
2202,125.0
2203,122.0
2204,134.0
2205,202.0
2206,87.0
2207,127.0
2208,133.0
2209,84.0
2210,86.0
2211,209.0
2212,132.0
2213,138.0
2214,131.0
2215,121.0
2216,90.0
2217,142.0
2218,209.0
2219,130.0
2220,209.0
2221,199.0
2222,77.0
2223,83.0
2224,126.0
2225,83.0
2226,140.0
2227,134.0
2228,100.0
2229,189.0
2230,121.0
2231,76.0
2232,202.0
2233,107.0
2234,132.0
2235,147.0
2236,72.0
2237,205.0
2238,136.0
2239,80.0
2240,197.0
2241,126.0
2242,130.0
2243,132.0
2244,84.0
2245,122.0
2246,78.0
2247,76.0
2248,118.0
2249,128.0
2250,205.0
2251,83.0
2252,91.0
2253,84.0
2254,132.0
2255,78.0
2256,130.0
2257,113.0
2258,123.0
2259,89.0
2260,130.0
2261,79.0
2262,205.0
2263,205.0
2264,118.0
2265,71.0
2266,86.0
2267,127.0
2268,110.0
2269,83.0
2270,130.0
2271,136.0
2272,77.0
2273,91.0
2274,83.0
2275,140.0
2276,87.0
2277,96.0
2278,96.0
2279,154.0
2280,87.0
2281,87.0
2282,90.0
2283,133.0
2284,134.0
2285,79.0
2286,132.0
2287,128.0
2288,140.0
2289,205.0
2290,205.0
2291,83.0
2292,205.0
2293,209.0
2294,196.0
2295,93.0
2296,76.0
2297,142.0
2298,96.0
2299,89.0
2300,130.0
2301,89.0
2302,209.0
2303,205.0
2304,126.0
2305,78.0
2306,134.0
2307,132.0
2308,134.0
2309,123.0
2310,78.0
2311,132.0
2312,96.0
2313,78.0
2314,205.0
2315,148.0
2316,83.0
2317,83.0
2318,202.0
2319,186.0
2320,115.0
2321,81.0
2322,85.0
2323,78.0
2324,118.0
2325,202.0
2326,140.0
2327,114.0
2328,68.0
2329,110.0
2330,209.0
2331,188.0
2332,121.0
2333,71.0
2334,198.0
2335,127.0
2336,86.0
2337,204.0
2338,118.0
2339,140.0
2340,128.0
2341,78.0
2342,151.0
2343,145.0
2344,128.0
2345,122.0
2346,130.0
2347,202.0
2348,82.0
2349,80.0
2350,86.0
2351,152.0
2352,120.0
2353,209.0
2354,83.0
2355,126.0
2356,154.0
2357,114.0
2358,205.0
2359,76.0
2360,118.0
2361,128.0
2362,138.0
2363,82.0
2364,197.0
2365,209.0
2366,125.0
2367,209.0
2368,202.0
2369,115.0
2370,127.0
2371,126.0
2372,133.0
2373,76.0
2374,87.0
2375,202.0
2376,118.0
2377,84.0
2378,92.0
2379,76.0
2380,75.0
2381,128.0
2382,118.0
2383,78.0
2384,130.0
2385,92.0
2386,78.0
2387,143.0
2388,85.0
2389,76.0
2390,82.0
2391,83.0
2392,78.0
2393,143.0
2394,209.0
2395,209.0
2396,94.0
2397,90.0
2398,91.0
2399,95.0
2400,132.0
2401,125.0
2402,91.0
2403,77.0
2404,85.0
2405,86.0
2406,118.0
2407,209.0
2408,140.0
2409,133.0
2410,127.0
2411,110.0
2412,205.0
2413,137.0
2414,205.0
2415,113.0
2416,132.0
2417,212.0
2418,75.0
2419,138.0
2420,117.0
2421,202.0
2422,84.0
2423,209.0
2424,123.0
2425,116.0
2426,89.0
2427,81.0
2428,189.0
2429,125.0
2430,206.0
2431,123.0
2432,84.0
2433,130.0
2434,134.0
2435,129.0
2436,130.0
2437,81.0
2438,75.0
2439,202.0
2440,88.0
2441,115.0
2442,205.0
2443,123.0
2444,86.0
2445,135.0
2446,202.0
2447,202.0
2448,202.0
2449,64.0
2450,139.0
2451,84.0
2452,130.0
2453,159.0
2454,84.0
2455,123.0
2456,129.0
2457,123.0
2458,76.0
2459,136.0
2460,191.0
2461,134.0
2462,116.0
2463,201.0
2464,110.0
2465,134.0
2466,130.0
2467,78.0
2468,86.0
2469,203.0
2470,125.0
2471,78.0
2472,130.0
2473,129.0
2474,148.0
2475,64.0
2476,98.0
2477,209.0
2478,147.0
2479,205.0
2480,137.0
2481,83.0
2482,145.0
2483,144.0
2484,144.0
2485,202.0
2486,140.0
2487,91.0
2488,121.0
2489,132.0
2490,89.0
2491,136.0
2492,82.0
2493,202.0
2494,76.0
2495,112.0
2496,142.0
2497,96.0
2498,209.0
2499,64.0
